Deskripsi Kode|Material|Plant|Sloc|Quantity
HRC (Excl N1)|HCR|HSM|H101|                 20,120
HRC (Excl N1)|HCR|HSM|H101|                 19,700
HRC (Excl N1)|HCR|HSM|H101|                 10,560
HRC (Excl N1)|HCR|HSM|H101|                139,360
HRC (Excl N1)|HCR|HSM|H101|                 16,960
HRC (Excl N1)|HCR|HSM|H101|                 20,300
HRC (Excl N1)|HCR|HSM|H102|                 19,420
HRC (Excl N1)|HCR|HSM|H102|                 40,140
HRC (Excl N1)|HCR|HSM|H111|                 18,220
HRC (Excl N1)|HCR|HSM|H124|                 20,200
HRC (Excl N1)|HCR|HSM|INTR|                 14,720
HRC (Excl N1)|HCR|HSM|INTR|                 16,520
HRC (Excl N1)|HCR|HSM|INTR|                 20,620
HRC (Excl N1)|HSF|HSM|H101|                  0,460
HRC (Excl N1)|HSF|HSM|H101|                  1,663
HRC (Excl N1)|HSF|HSM|H101|                 30,240
HRC (Excl N1)|HSF|HSM|H101|                  1,740
HRC (Excl N1)|HSF|HSM|H101|                  4,380
HRC (Excl N1)|HSF|HSM|H101|                  4,800
HRC (Excl N1)|HSF|HSM|H101|                  1,840
HRC (Excl N1)|HSF|HSM|H101|                  9,530
HRC (Excl N1)|HSF|HSM|H101|                  3,460
HRC (Excl N1)|HSF|HSM|H101|                 20,230
HRC (Excl N1)|HSF|HSM|H101|                  2,020
HRC (Excl N1)|HSF|HSM|H101|                  2,500
HRC (Excl N1)|HSF|HSM|H101|                  3,200
HRC (Excl N1)|HSF|HSM|H101|                  2,330
HRC (Excl N1)|HSF|HSM|H101|                 23,100
HRC (Excl N1)|HSF|HSM|H102|                  0,380
HRC (Excl N1)|HSF|HSM|H102|                  2,480
HRC (Excl N1)|HSF|HSM|H102|                  4,950
HRC (Excl N1)|HSF|HSM|H102|                  3,970
HRC (Excl N1)|HSF|HSM|H102|                  4,500
HRC (Excl N1)|HSF|HSM|H102|                  4,440
HRC (Excl N1)|HSF|HSM|H102|                  2,540
HRC (Excl N1)|HSF|HSM|H102|                  0,523
HRC (Excl N1)|HSF|HSM|H102|                  3,080
HRC (Excl N1)|HSF|HSM|H104|                  4,470
HRC (Excl N1)|HSF|HSM|H104|                 15,100
HRC (Excl N1)|HSF|HSM|H104|                  3,600
HRC (Excl N1)|HSF|HSM|H104|                  9,930
HRC (Excl N1)|HSF|HSM|H104|                  4,990
HRC (Excl N1)|HSF|HSM|H104|                 14,760
HRC (Excl N1)|HSF|HSM|H104|                  4,570
HRC (Excl N1)|HSF|HSM|H104|                  5,920
HRC (Excl N1)|HSF|HSM|H104|                  5,580
HRC (Excl N1)|HSF|HSM|H104|                  2,280
HRC (Excl N1)|HSF|HSM|H104|                  0,320
HRC (Excl N1)|HSF|HSM|H104|                  0,390
HRC (Excl N1)|HSF|HSM|H104|                 26,038
HRC (Excl N1)|HSF|HSM|H104|                  2,917
HRC (Excl N1)|HSF|HSM|H104|                  1,360
HRC (Excl N1)|HSF|HSM|H104|                 64,750
HRC (Excl N1)|HSF|HSM|H104|                 33,860
HRC (Excl N1)|HSF|HSM|H104|                 23,903
HRC (Excl N1)|HSF|HSM|H104|                  0,583
HRC (Excl N1)|HSF|HSM|H104|                255,248
HRC (Excl N1)|HSF|HSM|H104|                334,480
HRC (Excl N1)|HSF|HSM|H104|                  6,570
HRC (Excl N1)|HSF|HSM|H104|                 21,700
HRC (Excl N1)|HSF|HSM|H104|                 17,504
HRC (Excl N1)|HSF|HSM|H104|                 52,400
HRC (Excl N1)|HSF|HSM|H104|                 19,598
HRC (Excl N1)|HSF|HSM|H104|                 14,965
HRC (Excl N1)|HSF|HSM|H104|                 10,500
HRC (Excl N1)|HSF|HSM|H104|                 27,800
HRC (Excl N1)|HSF|HSM|H104|                 25,576
HRC (Excl N1)|HSF|HSM|H104|                 25,515
HRC (Excl N1)|HSF|HSM|H104|                  4,989
HRC (Excl N1)|HSF|HSM|H104|                 22,280
HRC (Excl N1)|HSF|HSM|H104|                 42,430
HRC (Excl N1)|HSF|HSM|H104|                  4,080
HRC (Excl N1)|HSF|HSM|H104|                  4,090
HRC (Excl N1)|HSF|HSM|H104|                 20,020
HRC (Excl N1)|HSF|HSM|H104|                 12,060
HRC (Excl N1)|HSF|HSM|H104|                 40,530
HRC (Excl N1)|HSF|HSM|H104|                  7,500
HRC (Excl N1)|HSF|HSM|H104|                  3,920
HRC (Excl N1)|HSF|HSM|H104|                 13,021
HRC (Excl N1)|HSF|HSM|H104|                 14,872
HRC (Excl N1)|HSF|HSM|H104|                 28,376
HRC (Excl N1)|HSF|HSM|H104|                 61,902
HRC (Excl N1)|HSF|HSM|H104|                  4,740
HRC (Excl N1)|HSF|HSM|H104|                  1,630
HRC (Excl N1)|HSF|HSM|H104|                  1,620
HRC (Excl N1)|HSF|HSM|H104|                  3,040
HRC (Excl N1)|HSF|HSM|H104|                  7,770
HRC (Excl N1)|HSF|HSM|H104|                  8,760
HRC (Excl N1)|HSF|HSM|H104|                 21,000
HRC (Excl N1)|HSF|HSM|H104|                 28,090
HRC (Excl N1)|HSF|HSM|H104|                  4,190
HRC (Excl N1)|HSF|HSM|H104|                 11,480
HRC (Excl N1)|HSF|HSM|H104|                 23,160
HRC (Excl N1)|HSF|HSM|H104|                  4,050
HRC (Excl N1)|HSF|HSM|H104|                  2,620
HRC (Excl N1)|HSF|HSM|H104|                  4,560
HRC (Excl N1)|HSF|HSM|H104|                  4,880
HRC (Excl N1)|HSF|HSM|H104|                  4,590
HRC (Excl N1)|HSF|HSM|H104|                  2,630
HRC (Excl N1)|HSF|HSM|H104|                  4,680
HRC (Excl N1)|HSF|HSM|H104|                  2,900
HRC (Excl N1)|HSF|HSM|H104|                  6,300
HRC (Excl N1)|HSF|HSM|H104|                  4,090
HRC (Excl N1)|HSF|HSM|H104|                 60,580
HRC (Excl N1)|HSF|HSM|H104|                 42,790
HRC (Excl N1)|HSF|HSM|H104|                 19,500
HRC (Excl N1)|HSF|HSM|H104|                 13,490
HRC (Excl N1)|HSF|HSM|H104|                 31,740
HRC (Excl N1)|HSF|HSM|H104|                  3,960
HRC (Excl N1)|HSF|HSM|H104|                 22,510
HRC (Excl N1)|HSF|HSM|H104|                 17,680
HRC (Excl N1)|HSF|HSM|H104|                 40,660
HRC (Excl N1)|HSF|HSM|H104|                 19,480
HRC (Excl N1)|HSF|HSM|H104|                 44,730
HRC (Excl N1)|HSF|HSM|H104|                 13,350
HRC (Excl N1)|HSF|HSM|H104|                 26,600
HRC (Excl N1)|HSF|HSM|H104|                  7,000
HRC (Excl N1)|HSF|HSM|H106|                  2,350
HRC (Excl N1)|HSF|HSM|H106|                  0,875
HRC (Excl N1)|HSF|HSM|H114|                  4,480
HRC (Excl N1)|HSF|HSM|H114|                 57,780
HRC (Excl N1)|HSF|HSM|H114|                 58,860
HRC (Excl N1)|HSF|HSM|H114|                 40,860
HRC (Excl N1)|HSF|HSM|H114|                  4,460
HRC (Excl N1)|HSF|HSM|H114|                 42,080
HRC (Excl N1)|HSF|HSM|H114|                  1,520
HRC (Excl N1)|HSF|HSM|H114|                  4,790
HRC (Excl N1)|HSF|HSM|H114|                 17,630
HRC (Excl N1)|HSF|HSM|H114|                 12,180
HRC (Excl N1)|HSF|HSM|H114|                  5,301
HRC (Excl N1)|HSF|HSM|H114|                 16,560
HRC (Excl N1)|HSF|HSM|H114|                  5,934
HRC (Excl N1)|HSF|HSM|H114|                 18,032
HRC (Excl N1)|HSF|HSM|H114|                  9,200
HRC (Excl N1)|HSF|HSM|H114|                  8,576
HRC (Excl N1)|HSF|HSM|H114|                  2,760
HRC (Excl N1)|HSF|HSM|H114|                  6,536
HRC (Excl N1)|HSF|HSM|H114|                  4,140
HRC (Excl N1)|HSF|HSM|H114|                  8,588
HRC (Excl N1)|HSF|HSM|H114|                 14,720
HRC (Excl N1)|HSF|HSM|H114|                  7,590
HRC (Excl N1)|HSF|HSM|H114|                 14,910
HRC (Excl N1)|HSF|HSM|H114|                  8,400
HRC (Excl N1)|HSF|HSM|H114|                 11,340
HRC (Excl N1)|HSF|HSM|H114|                  5,973
HRC (Excl N1)|HSF|HSM|H114|                  8,120
HRC (Excl N1)|HSF|HSM|H114|                  2,277
HRC (Excl N1)|HSF|HSM|H114|                  8,600
HRC (Excl N1)|HSF|HSM|H114|                 18,603
HRC (Excl N1)|HSF|HSM|H114|                  1,260
HRC (Excl N1)|HSF|HSM|H114|                  4,264
HRC (Excl N1)|HSF|HSM|H114|                  6,358
HRC (Excl N1)|HSF|HSM|H114|                  2,712
HRC (Excl N1)|HSF|HSM|H114|                 36,156
HRC (Excl N1)|HSF|HSM|H114|                 42,320
HRC (Excl N1)|HSF|HSM|H114|                 14,000
HRC (Excl N1)|HSF|HSM|H114|                 20,944
HRC (Excl N1)|HSF|HSM|H114|                 39,024
HRC (Excl N1)|HSF|HSM|H114|                  4,065
HRC (Excl N1)|HSF|HSM|H114|                  3,560
HRC (Excl N1)|HSF|HSM|H114|                 24,710
HRC (Excl N1)|HSF|HSM|H114|                 21,000
HRC (Excl N1)|HSF|HSM|H114|                 39,470
HRC (Excl N1)|HSF|HSM|H114|                 73,250
HRC (Excl N1)|HSF|HSM|H114|                 55,290
HRC (Excl N1)|HSF|HSM|H114|                  9,780
HRC (Excl N1)|HSF|HSM|H114|                 20,580
HRC (Excl N1)|HSF|HSM|H114|                 28,500
HRC (Excl N1)|HSF|HSM|H114|                  3,170
HRC (Excl N1)|HSF|HSM|H114|                  4,040
HRC (Excl N1)|HSF|HSM|H114|                 15,370
HRC (Excl N1)|HSF|HSM|H114|                  3,110
HRC (Excl N1)|HSF|HSM|H114|                 11,660
HRC (Excl N1)|HSF|HSM|H114|                  3,310
HRC (Excl N1)|HSF|HSM|H114|                  3,250
HRC (Excl N1)|HSF|HSM|H114|                  1,380
HRC (Excl N1)|HSF|HSM|H114|                  2,796
HRC (Excl N1)|HSF|HSM|H114|                  9,840
HRC (Excl N1)|HSF|HSM|H114|                 15,950
HRC (Excl N1)|HSF|HSM|H114|                  3,870
HRC (Excl N1)|HSF|HSM|H114|                 17,900
HRC (Excl N1)|HSF|HSM|H114|                 11,190
HRC (Excl N1)|HSF|HSM|H114|                  3,590
HRC (Excl N1)|HSF|HSM|H114|                  2,540
HRC (Excl N1)|HSF|HSM|H114|                  1,330
HRC (Excl N1)|HSF|HSM|H114|                  8,550
HRC (Excl N1)|HSF|HSM|H114|                 16,970
HRC (Excl N1)|HSF|HSM|H114|                  9,700
HRC (Excl N1)|HSF|HSM|H114|                  8,780
HRC (Excl N1)|HSF|HSM|H114|                  4,450
HRC (Excl N1)|HSF|HSM|H114|                  4,360
HRC (Excl N1)|HSF|HSM|H114|                  8,560
HRC (Excl N1)|HSF|HSM|H114|                  4,010
HRC (Excl N1)|HSF|HSM|H114|                  6,800
HRC (Excl N1)|HSF|HSM|H114|                  5,550
HRC (Excl N1)|HSF|HSM|H114|                  3,670
HRC (Excl N1)|HSF|HSM|H114|                 14,490
HRC (Excl N1)|HSF|HSM|H114|                  2,580
HRC (Excl N1)|HSF|HSM|H114|                  4,580
HRC (Excl N1)|HSF|HSM|H114|                  3,130
HRC (Excl N1)|HSF|HSM|H114|                  2,810
HRC (Excl N1)|HSF|HSM|H114|                  2,740
HRC (Excl N1)|HSF|HSM|H114|                  4,130
HRC (Excl N1)|HSF|HSM|H114|                 18,720
HRC (Excl N1)|HSF|HSM|H114|                 43,910
HRC (Excl N1)|HSF|HSM|H114|                  4,590
HRC (Excl N1)|HSF|HSM|H114|                 27,900
HRC (Excl N1)|HSF|HSM|H114|                  0,374
HRC (Excl N1)|HSF|HSM|H114|                  3,310
HRC (Excl N1)|HSF|HSM|H114|                 12,620
HRC (Excl N1)|HSF|HSM|H114|                  3,960
HRC (Excl N1)|HSF|HSM|H114|                 18,050
HRC (Excl N1)|HSF|HSM|H114|                  7,040
HRC (Excl N1)|HSF|HSM|H114|                  7,370
HRC (Excl N1)|HSF|HSM|H114|                  6,320
HRC (Excl N1)|HSF|HSM|H114|                  6,820
HRC (Excl N1)|HSF|HSM|H114|                 14,890
HRC (Excl N1)|HSF|HSM|H114|                 19,720
HRC (Excl N1)|HSF|HSM|H114|                 19,110
HRC (Excl N1)|HSF|HSM|H114|                 42,930
HRC (Excl N1)|HSF|HSM|H114|                  4,540
HRC (Excl N1)|HSF|HSM|H114|                 43,850
HRC (Excl N1)|HSF|HSM|H114|                  9,360
HRC (Excl N1)|HSF|HSM|H114|                 35,240
HRC (Excl N1)|HSF|HSM|H114|                  8,570
HRC (Excl N1)|HSF|HSM|H114|                 34,820
HRC (Excl N1)|HSF|HSM|H114|                 22,280
HRC (Excl N1)|HSF|HSM|H114|                 28,370
HRC (Excl N1)|HSF|HSM|H114|                 21,200
HRC (Excl N1)|HSF|HSM|H114|                  4,540
HRC (Excl N1)|HSF|HSM|H114|                  8,520
HRC (Excl N1)|HSF|HSM|H114|                  7,320
HRC (Excl N1)|HSF|HSM|H116|                  5,270
HRC (Excl N1)|HSF|HSM|H116|                  0,230
HRC (Excl N1)|HSF|HSM|H116|                  3,040
HRC (Excl N1)|HSF|HSM|H116|                  2,070
HRC (Excl N1)|HSF|HSM|H116|                  9,970
HRC (Excl N1)|HSF|HSM|H116|                  1,200
HRC (Excl N1)|HSF|HSM|H116|                  9,625
HRC (Excl N1)|HSF|HSM|H116|                  4,600
HRC (Excl N1)|HSF|HSM|H116|                  2,640
HRC (Excl N1)|HSF|HSM|H116|                 11,235
HRC (Excl N1)|HSF|HSM|H116|                  2,715
HRC (Excl N1)|HSF|HSM|H116|                 12,880
HRC (Excl N1)|HSF|HSM|H116|                  9,520
HRC (Excl N1)|HSF|HSM|H116|                  1,449
HRC (Excl N1)|HSF|HSM|H116|                  2,760
HRC (Excl N1)|HSF|HSM|H116|                497,776
HRC (Excl N1)|HSF|HSM|H116|                800,492
HRC (Excl N1)|HSF|HSM|H116|                 16,275
HRC (Excl N1)|HSF|HSM|H116|                  3,498
HRC (Excl N1)|HSF|HSM|H116|                  5,600
HRC (Excl N1)|HSF|HSM|H116|                  7,290
HRC (Excl N1)|HSF|HSM|H116|                  4,375
HRC (Excl N1)|HSF|HSM|H116|                  3,850
HRC (Excl N1)|HSF|HSM|H116|                  2,626
HRC (Excl N1)|HSF|HSM|H116|                 33,875
HRC (Excl N1)|HSF|HSM|H116|                  1,752
HRC (Excl N1)|HSF|HSM|H116|                  7,000
HRC (Excl N1)|HSF|HSM|H116|                 16,800
HRC (Excl N1)|HSF|HSM|H116|                 61,788
HRC (Excl N1)|HSF|HSM|H116|                 25,584
HRC (Excl N1)|HSF|HSM|H116|                110,030
HRC (Excl N1)|HSF|HSM|H116|                  4,380
HRC (Excl N1)|HSF|HSM|H116|                  4,200
HRC (Excl N1)|HSF|HSM|H116|                  4,989
HRC (Excl N1)|HSF|HSM|H116|                 15,210
HRC (Excl N1)|HSF|HSM|H116|                 33,920
HRC (Excl N1)|HSF|HSM|H116|                 10,870
HRC (Excl N1)|HSF|HSM|H116|                 49,230
HRC (Excl N1)|HSF|HSM|H116|                  4,180
HRC (Excl N1)|HSF|HSM|H116|                  7,180
HRC (Excl N1)|HSF|HSM|H116|                  0,090
HRC (Excl N1)|HSF|HSM|H116|                 20,660
HRC (Excl N1)|HSF|HSM|H116|                  3,620
HRC (Excl N1)|HSF|HSM|H116|                 12,950
HRC (Excl N1)|HSF|HSM|H116|                  4,380
HRC (Excl N1)|HSF|HSM|H116|                 13,650
HRC (Excl N1)|HSF|HSM|H116|                  6,880
HRC (Excl N1)|HSF|HSM|H116|                  3,490
HRC (Excl N1)|HSF|HSM|H116|                  7,580
HRC (Excl N1)|HSF|HSM|H116|                  9,440
HRC (Excl N1)|HSF|HSM|H116|                 70,230
HRC (Excl N1)|HSF|HSM|H116|                  4,300
HRC (Excl N1)|HSF|HSM|H116|                 19,480
HRC (Excl N1)|HSF|HSM|H116|                 13,620
HRC (Excl N1)|HSF|HSM|H116|                  4,580
HRC (Excl N1)|HSF|HSM|H116|                 18,830
HRC (Excl N1)|HSF|HSM|H116|                  7,010
HRC (Excl N1)|HSF|HSM|H116|                  6,460
HRC (Excl N1)|HSF|HSM|H116|                  9,800
HRC (Excl N1)|HSF|HSM|H116|                  3,950
HRC (Excl N1)|HSF|HSM|H116|                  3,410
HRC (Excl N1)|HSF|HSM|H116|                  4,020
HRC (Excl N1)|HSF|HSM|H116|                 21,910
HRC (Excl N1)|HSF|HSM|H116|                  2,410
HRC (Excl N1)|HSF|HSM|H116|                  4,340
HRC (Excl N1)|HSF|HSM|H116|                  3,850
HRC (Excl N1)|HSF|HSM|H116|                  4,780
HRC (Excl N1)|HSF|HSM|H116|                 17,900
HRC (Excl N1)|HSF|HSM|H116|                  2,890
HRC (Excl N1)|HSF|HSM|H116|                  7,220
HRC (Excl N1)|HSF|HSM|H116|                  1,313
HRC (Excl N1)|HSF|HSM|H116|                  3,440
HRC (Excl N1)|HSF|HSM|H116|                 17,090
HRC (Excl N1)|HSF|HSM|H116|                 26,590
HRC (Excl N1)|HSF|HSM|H116|                 16,910
HRC (Excl N1)|HSF|HSM|H116|                 18,710
HRC (Excl N1)|HSF|HSM|H116|                  3,400
HRC (Excl N1)|HSF|HSM|H116|                  4,980
HRC (Excl N1)|HSF|HSM|H116|                  8,410
HRC (Excl N1)|HSF|HSM|H116|                 36,320
HRC (Excl N1)|HSF|HSM|H116|                 21,610
HRC (Excl N1)|HSF|HSM|H116|                  4,190
HRC (Excl N1)|HSF|HSM|H116|                 22,990
HRC (Excl N1)|HSF|HSM|H116|                 20,930
HRC (Excl N1)|HSF|HSM|H116|                 29,320
HRC (Excl N1)|HSF|HSM|H116|                 14,660
HRC (Excl N1)|HSF|HSM|H116|                 28,790
HRC (Excl N1)|HSF|HSM|H116|                 47,420
HRC (Excl N1)|HSF|HSM|H116|                 14,220
HRC (Excl N1)|HSF|HSM|H116|                  4,790
HRC (Excl N1)|HSF|HSM|H116|                  8,150
HRC (Excl N1)|HSF|HSM|H116|                  4,180
HRC (Excl N1)|HSF|HSM|H116|                  3,780
HRC (Excl N1)|HSF|HSM|H116|                  1,840
HRC (Excl N1)|HSF|HSM|H116|                  4,570
HRC (Excl N1)|HSF|HSM|H116|                  4,000
HRC (Excl N1)|HSF|HSM|H116|                  3,285
HRC (Excl N1)|HSF|HSM|H116|                  4,375
HRC (Excl N1)|HSF|HSM|H116|                  4,630
HRC (Excl N1)|HSF|HSM|H116|                 10,760
HRC (Excl N1)|HSF|HSM|H116|                 19,930
HRC (Excl N1)|HSF|HSM|H116|                 10,530
HRC (Excl N1)|HSF|HSM|H116|                  2,540
HRC (Excl N1)|HSF|HSM|H116|                  3,560
HRC (Excl N1)|HSF|HSM|H116|                  7,890
HRC (Excl N1)|HSF|HSM|H116|                 22,010
HRC (Excl N1)|HSF|HSM|H116|                  4,460
HRC (Excl N1)|HSF|HSM|H116|                  4,540
HRC (Excl N1)|HSF|HSM|H116|                  4,260
HRC (Excl N1)|HSF|HSM|H116|                  3,940
HRC (Excl N1)|HSF|HSM|H116|                  0,470
HRC (Excl N1)|HSF|HSM|H116|                  3,460
HRC (Excl N1)|HSF|HSM|H116|                 48,500
HRC (Excl N1)|HSF|HSM|H116|                  2,180
HRC (Excl N1)|HSF|HSM|H116|                 47,790
HRC (Excl N1)|HSF|HSM|H116|                 42,810
HRC (Excl N1)|HSF|HSM|H116|                 47,360
HRC (Excl N1)|HSF|HSM|H116|                 19,190
HRC (Excl N1)|HSF|HSM|H116|                146,890
HRC (Excl N1)|HSF|HSM|H116|                129,100
HRC (Excl N1)|HSF|HSM|H116|                135,890
HRC (Excl N1)|HSF|HSM|H116|                166,650
HRC (Excl N1)|HSF|HSM|H116|                 19,000
HRC (Excl N1)|HSF|HSM|H116|                 22,970
HRC (Excl N1)|HSF|HSM|H116|                 20,340
HRC (Excl N1)|HSF|HSM|H116|                 16,460
HRC (Excl N1)|HSF|HSM|H116|                  6,900
HRC (Excl N1)|HSF|HSM|H116|                 39,480
HRC (Excl N1)|HSF|HSM|H116|                 24,070
HRC (Excl N1)|HSF|HSM|H116|                 39,930
HRC (Excl N1)|HSF|HSM|H116|                 25,900
HRC (Excl N1)|HSF|HSM|H116|                 18,730
HRC (Excl N1)|HSF|HSM|H116|                 38,200
HRC (Excl N1)|HSF|HSM|H116|                 30,060
HRC (Excl N1)|HSF|HSM|H116|                 43,790
HRC (Excl N1)|HSF|HSM|H116|                 46,930
HRC (Excl N1)|HSF|HSM|H116|                 33,740
HRC (Excl N1)|HSF|HSM|H116|                 12,540
HRC (Excl N1)|HSF|HSM|H116|                  4,960
HRC (Excl N1)|HSF|HSM|H116|                 19,490
HRC (Excl N1)|HSF|HSM|H116|                  2,820
HRC (Excl N1)|HSF|HSM|H116|                  4,640
HRC (Excl N1)|HSF|HSM|H116|                 50,320
HRC (Excl N1)|HSF|HSM|H116|                 42,950
HRC (Excl N1)|HSF|HSM|H116|                 47,920
HRC (Excl N1)|HSF|HSM|H116|                 10,660
HRC (Excl N1)|HSF|HSM|H116|                 61,780
HRC (Excl N1)|HSF|HSM|H116|                 34,920
HRC (Excl N1)|HSF|HSM|H116|                 50,010
HRC (Excl N1)|HSF|HSM|H116|                 40,670
HRC (Excl N1)|HSF|HSM|H116|                 46,330
HRC (Excl N1)|HSF|HSM|H116|                 12,040
HRC (Excl N1)|HSF|HSM|H116|                 61,590
HRC (Excl N1)|HSF|HSM|H116|                 51,280
HRC (Excl N1)|HSF|HSM|H116|                 17,640
HRC (Excl N1)|HSF|HSM|H116|                 17,770
HRC (Excl N1)|HSF|HSM|H116|                 18,590
HRC (Excl N1)|HSF|HSM|H116|                 14,490
HRC (Excl N1)|HSF|HSM|H116|                 13,840
HRC (Excl N1)|HSF|HSM|H116|                 17,800
HRC (Excl N1)|HSF|HSM|H116|                 25,860
HRC (Excl N1)|HSF|HSM|H116|                  4,850
HRC (Excl N1)|HSF|HSM|H116|                118,460
HRC (Excl N1)|HSF|HSM|H116|                 23,890
HRC (Excl N1)|HSF|HSM|H116|                 77,770
HRC (Excl N1)|HSF|HSM|H116|                 35,450
HRC (Excl N1)|HSF|HSM|H116|                 50,090
HRC (Excl N1)|HSF|HSM|H116|                 46,650
HRC (Excl N1)|HSF|HSM|H116|                 48,800
HRC (Excl N1)|HSF|HSM|H116|                 24,210
HRC (Excl N1)|HSF|HSM|H116|                 53,660
HRC (Excl N1)|HSF|HSM|H116|                 16,100
HRC (Excl N1)|HSF|HSM|H116|                 55,970
HRC (Excl N1)|HSF|HSM|H116|                 56,460
HRC (Excl N1)|HSF|HSM|H116|                  3,400
HRC (Excl N1)|HSF|HSM|H116|                  6,990
HRC (Excl N1)|HSF|HSM|H116|                  3,500
HRC (Excl N1)|HSF|HSM|H119|                  5,000
HRC (Excl N1)|HSF|HSM|H403|                  4,180
HRC (Excl N1)|HSF|HSM|INTR|                  5,020
HRC (Excl N1)|HSF|HSM|INTR|                  4,220
HRC (Excl N1)|HSF|HSM|INTR|                 27,500
HRC (Excl N1)|HSF|HSM|INTR|                 18,510
HRC (Excl N1)|HSF|HSM|INTR|                  7,770
HRC (Excl N1)|HSF-S|HSM||                  1,800
HRC (Excl N1)|HSF-S|HSM|H101|                 13,760
HRC (Excl N1)|HSF-S|HSM|H102|                100,058
HRC (Excl N1)|HSF-S|HSM|H102|                  0,460
HRC (Excl N1)|HSF-S|HSM|H104|              2.212,289
HRC (Excl N1)|HSF-S|HSM|H106|              1.236,927
HRC (Excl N1)|HSF-S|HSM|H109|                 10,795
HRC (Excl N1)|HSF-S|HSM|H114|              2.640,068
HRC (Excl N1)|HSF-S|HSM|H116|              1.572,548
HRC (Excl N1)|HSF-S|HSM|H119|                 18,010
HRC (Excl N1)|HSF-S|HSM|H403|                 18,964
HRC (Excl N1)|HSF-S|HSM|H405|                150,575
HRC (Excl N1)|HSF-S|HSM|H406|                  1,050
HRC (Excl N1)|HSF-S|HSM|H500|                  6,707
HRC (Excl N1)|HSF-S|HSM|H501|                782,862
HRC (Excl N1)|HSF-S|HSM|H601|                  1,220
HRC (Excl N1)|HSF-S|HSM|H602|                 24,900
HRC (Excl N1)|HSF-S|HSM|INSB|                  1,750
HRC (Excl N1)|HSF-S|HSM|INTR|                 13,447
HR-PO|PCF|CRM|C009|                  3,610
HR-PO|PCF|CRM|C009|                 10,340
HR-PO|PCF|CRM|C009|                  9,890
HR-PO|PCF|CRM|C009|                  7,340
HR-PO|PCF|CRM|C009|                  5,900
HR-PO|PCF|CRM|C009|                 19,300
HR-PO|PCF|CRM|C009|                  8,880
HR-PO|PCF|CRM|C009|                 10,790
HR-PO|PCF|CRM|C009|                 13,450
HR-PO|PCF|CRM|C009|                 20,080
HR-PO|PCF|HSM|H701|                 14,270
HR-PO|PCF|HSM|H701|                  4,680
HR-PO|PCF|HSM|H701|                  6,020
HR-PO|PCF|HSM|H701|                  6,550
HR-PO|PCF|HSM|H701|                  6,840
HR-PO|PCF|HSM|H701|                 14,900
HR-PO|PCF|HSM|H701|                  6,720
HR-PO|PCF|HSM|H701|                  9,390
HR-PO|PCF|HSM|H702|                  8,330
HR-PO|PCF|HSM|H702|                 15,690
HR-PO|PCF|HSM|H702|                 13,780
HR-PO|PCF|HSM|H702|                 18,070
HR-PO|PCF|HSM|H702|                 27,180
HR-PO|PCF|HSM|H702|                 19,790
HR-PO|PCF|HSM|H702|                 42,110
HR-PO|PCF|HSM|H702|                 21,320
HR-PO|PCF|HSM|H702|                 83,500
HR-PO|PCF|HSM|H702|                 13,200
HR-PO|PCF|HSM|H702|                 29,160
HR-PO|PCF|HSM|H702|                 36,870
HR-PO|PCF|HSM|H702|                 20,740
HR-PO|PCF|HSM|H702|                 60,250
HR-PO|PCF|HSM|H702|                 34,210
HR-PO|PCF|HSM|H702|                  7,550
HR-PO|PCF|HSM|H702|                  8,740
HR-PO|PCF|HSM|H702|                 73,280
HR-PO|PCF|HSM|H702|                 18,460
HR-PO|PCF|HSM|H702|                  6,560
HR-PO|PCF|HSM|H702|                 19,090
HR-PO|PCF|HSM|H702|                 14,300
HR-PO|PCF|HSM|H702|                 15,730
HR-PO|PCF|HSM|H702|                  8,900
HR-PO|PCF|HSM|H702|                  9,100
HR-PO|PCF|HSM|H702|                 15,730
HR-PO|PCF|HSM|H702|                 17,620
HR-PO|PCF|HSM|H702|                 16,040
HR-PO|PCF|HSM|H702|                  9,980
HR-PO|PCF|HSM|H703|                  9,280
HR-PO|PCF|HSM|H704|                  9,060
HR-PO|PCF|HSM|H704|                 70,100
HR-PO|PCF|HSM|H704|                 18,710
HR-PO|PCF|HSM|H704|                  7,390
HR-PO|PCF|HSM|H704|                 36,350
HR-PO|PCF|HSM|H704|                 14,790
HR-PO|PCF|HSM|H704|                 15,020
HR-PO|PCF|HSM|H704|                  5,760
HR-PO|PCF|HSM|H704|                  7,750
HR-PO|PCF|HSM|H704|                 68,730
HR-PO|PCF|HSM|H704|                 62,350
HR-PO|PCF|HSM|H704|                 65,770
HR-PO|PCF|HSM|H704|                 95,200
HR-PO|PCF|HSM|H704|                  9,760
HR-PO|PCF|HSM|H704|                152,020
HR-PO|PCF|HSM|H704|                 38,580
HR-PO|PCF|HSM|H704|                144,200
HR-PO|PCF|HSM|H704|                 75,810
HR-PO|PCF|HSM|H704|                176,320
HR-PO|PCF|HSM|H704|                 67,460
HR-PO|PCF|HSM|H704|                 19,440
HR-PO|PCF|HSM|H704|                 47,220
HR-PO|PCF|HSM|H704|                 85,690
HR-PO|PCF|HSM|H704|                 57,730
HR-PO|PCF|HSM|H704|                  5,230
HR-PO|PCF|HSM|H704|                 11,190
HR-PO|PCF|HSM|H704|                 22,110
HR-PO|PCF|HSM|H704|                  7,720
