IM Position|Description|Approval Year|Program Plan|Program Budget|Appr. Request Plan|MRA Available Budget|Appr. Request|AR Description|AR Value|Actual
111633-PK08-6108005|Telepon, Teleks dan Facsimile|2018|          176000000|           46000000|                  0|           46000000|||                  0|                  0
111633-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           75000000|           37500000|                  0|           37500000|||                  0|                  0
111633-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|            9000000|            4500000|                  0|            4500000|||                  0|                  0
111633-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK13|Corporate Secretary|2018|          101979000|           25494750|                  0|           25494750|||                  0|                  0
111633-PK13-6112005|Biaya Relasi Perusahaan|2018|            1979000|             494750|                  0|             494750|||                  0|                  0
111633-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|          100000000|           25000000|                  0|           25000000|||                  0|                  0
111633-PK14|GM Accounting|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111633-PK14-6106006|Biaya Pajak & Retribusi Daerah|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634|Divisi Funding Strategy|2018|         5209188000|         2188088000|          839277000|         1348811000|||                  0|                  0
111634-PK06|GM Human Capital Planning & Development|2018|         1500000000|          750000000|          500000000|          250000000|||                  0|                  0
111634-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|         1500000000|          750000000|          500000000|          250000000|2308362|Tenaga ahli dan konsultan|          500000000|                  0
111634-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08|GM Security & General Affair|2018|           42200000|           21100000|                  0|           21100000|||                  0|                  0
111634-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6106004|Biaya Sewa Lain-Lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK08-6108004|Perangko dan Telegram|2018|            7200000|            3600000|                  0|            3600000|||                  0|                  0
111634-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           22000000|           11000000|                  0|           11000000|||                  0|                  0
111634-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            6000000|            3000000|                  0|            3000000|||                  0|                  0
111634-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|            7000000|            3500000|                  0|            3500000|||                  0|                  0
111634-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK12-6111004|Biaya SPD Pelatihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK13|Corporate Secretary|2018|         3666988000|         1416988000|          339277000|         1077711000|||                  0|                  0
111634-PK13-6112002|Langganan-langganan dan Penerbitan|2018|          666988000|          666988000|          339277000|          327711000|||                  0|                  0
111634-PK13-6112002||0000|                  0|                  0|                  0|                  0|2308418|Pembayaran Bloomberg Profesional Service Informat|                  0|                  0
111634-PK13-6112002||0000|                  0|                  0|                  0|                  0|2308442|Pembayaran Bloomberg Profesional Service Informat|          166747000|                  0
111634-PK13-6112002||0000|                  0|                  0|                  0|                  0|2308567|Pembayaran Bloomberg Service Terminal|          172530000|                  0
111634-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111634-PK13-6112008|Legal  Fees|2018|         3000000000|          750000000|                  0|          750000000|||                  0|                  0
111634-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635|Divisi Perwakilan Keuangan Jakarta|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK08-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK08-6106004|Biaya Sewa Lain-Lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111635-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636|Divisi Bapelkes|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08-6106004|Biaya Sewa Lain-Lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111636-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637|Group ProjectFinance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK10-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111637-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641|Div. Subs. & Affiliates Busines Mgt I|2018|           18060000|            8040000|                  0|            8040000|||                  0|                  0
111641-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK08|GM Security & General Affair|2018|           14100000|            7050000|                  0|            7050000|||                  0|                  0
111641-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK08-6108004|Perangko dan Telegram|2018|            1200000|             600000|                  0|             600000|||                  0|                  0
111641-PK08-6108005|Telepon, Teleks dan Facsimile|2018|            4300000|            2150000|                  0|            2150000|||                  0|                  0
111641-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            8000000|            4000000|                  0|            4000000|||                  0|                  0
111641-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|             600000|             300000|                  0|             300000|||                  0|                  0
111641-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111641-PK13|Corporate Secretary|2018|            3960000|             990000|                  0|             990000|||                  0|                  0
111641-PK13-6112005|Biaya Relasi Perusahaan|2018|            1200000|             300000|                  0|             300000|||                  0|                  0
111641-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|            2760000|             690000|                  0|             690000|||                  0|                  0
111642|Div. Subs. & Affiliates Busines Mgt II|2018|           17300000|            7450000|                  0|            7450000|||                  0|                  0
111642-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK08|GM Security & General Affair|2018|           12500000|            6250000|                  0|            6250000|||                  0|                  0
111642-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK08-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK08-6108004|Perangko dan Telegram|2018|            1500000|             750000|                  0|             750000|||                  0|                  0
111642-PK08-6108005|Telepon, Teleks dan Facsimile|2018|            1000000|             500000|                  0|             500000|||                  0|                  0
111642-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           10000000|            5000000|                  0|            5000000|||                  0|                  0
111642-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK13|Corporate Secretary|2018|            4800000|            1200000|                  0|            1200000|||                  0|                  0
111642-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111642-PK13-6112005|Biaya Relasi Perusahaan|2018|            1200000|             300000|                  0|             300000|||                  0|                  0
111642-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|            3600000|             900000|                  0|             900000|||                  0|                  0
111643|Divisi Sinergi Bisnis & PPI|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111643-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801|Manajemen Logistik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK07-1401003|Gedung Dan Bangunan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-6108004|Perangko dan Telegram|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13-6112004|Ongkos-ongkos Representasi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13-6112007|Biaya Bantuan Sosial|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111801-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802|Subdit MRO Procurement & Facilities|2018|           46500000|           46500000|           46500000|                  0|||                  0|                  0
111802-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK08|GM Security & General Affair|2018|           46500000|           46500000|           46500000|                  0|||                  0|                  0
111802-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           46500000|           46500000|           46500000|                  0|||                  0|                  0
111802-PK08-6112001||0000|                  0|                  0|                  0|                  0|2004646|Penggantian Kursi & Meja Kerja di Dir. Logistik|           46500000|                  0
111802-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK13-6112005|Biaya Relasi Perusahaan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111802-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803|Subdit Strategic Material & Service Proc|2018|          210000000|          105000000|                  0|          105000000|||                  0|                  0
111803-PK06|GM Human Capital Planning & Development|2018|          200000000|          100000000|                  0|          100000000|||                  0|                  0
111803-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|          200000000|          100000000|                  0|          100000000|||                  0|                  0
111803-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK08|GM Security & General Affair|2018|           10000000|            5000000|                  0|            5000000|||                  0|                  0
111803-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK08-6108005|Telepon, Teleks dan Facsimile|2018|            4000000|            2000000|                  0|            2000000|||                  0|                  0
111803-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            6000000|            3000000|                  0|            3000000|||                  0|                  0
111803-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111803-PK13-6112009|Ongkos-ongkos Umum Lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813|Divisi Maintenance Planning & Control|2018|        47541652000|        47976252000|           46200000|        47930052000|||                  0|                  0
111813-PK05|GM Program Management Office|2018|          450000000|          450000000|                  0|          450000000|||                  0|                  0
111813-PK05-1401003|Gedung Dan Bangunan|2018|          450000000|          450000000|                  0|          450000000|||                  0|                  0
111813-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK07|GM Central Maintenance & Facilities|2018|        46353200000|        46885900000|                  0|        46885900000|||                  0|                  0
111813-PK07-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|        46350000000|        46883900000|                  0|        46883900000|||                  0|                  0
111813-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK07-6105012|Biaya Perawatan - Non Spare|2018|            1600000|             400000|                  0|             400000|||                  0|                  0
111813-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|            1600000|            1600000|                  0|            1600000|||                  0|                  0
111813-PK08|GM Security & General Affair|2018|          708900000|          610800000|           43200000|          567600000|||                  0|                  0
111813-PK08-1401005|Transportasi|2018|          431500000|          431500000|           30000000|          401500000|2004828|pengadaan motor roda 3|           30000000|                  0
111813-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK08-6105002|Biaya Perawatan Gedung|2018|          140000000|           70000000|                  0|           70000000|||                  0|                  0
111813-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK08-6108005|Telepon, Teleks dan Facsimile|2018|             700000|             350000|                  0|             350000|||                  0|                  0
111813-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|          136700000|          108950000|           13200000|           95750000|2004759|Penggantian dan penambahan Kursi Kantor|            5200000|                  0
111813-PK08-6112001||0000|                  0|                  0|                  0|                  0|2004827|Pengadaan sepeda (manual)|            5000000|                  0
111813-PK08-6112001||0000|                  0|                  0|                  0|                  0|2004829|pengadaan vacuum cleanner|            3000000|                  0
111813-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK10|GM SCM & Quality Assurance|2018|           29552000|           29552000|            3000000|           26552000|||                  0|                  0
111813-PK10-1401006|Peralatan|2018|            6000000|            6000000|                  0|            6000000|||                  0|                  0
111813-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|           23552000|           23552000|            3000000|           20552000|2004826|Pengadaan printer scanner|            3000000|                  0
111813-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
111813-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
