Material|Material Description|Sales Value (Rp)|Sales Value ($)|Billing Date|Billing Number|Net Weight|UoM|Dist. Channel|Invoice Value (Rp)|DP Value (Rp)|PPn Value (Rp)|PPh Value (Rp)|Invoice Value ($)|DP Value ($)|PPn Value ($)|PPh Value ($)
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262307|         10.330,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262307|         31.450,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262307|         10.750,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         20.040,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.030,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|   3.089.690.880,00|         204.784,73|20181003|8000262450|          6.420,000|TO|D0|   3.407.929.040,00|               0,00|     308.969.088,00|       9.269.072,00|         225.877,54|               0,00|          20.478,46|             614,35
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.880,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         41.310,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.840,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         11.580,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.910,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.970,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         27.480,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.850,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.550,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.060,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.020,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          8.550,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         20.130,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         22.010,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.300,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         24.930,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|          9.680,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262450|         10.240,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     369.930.540,00|          24.818,63|20181001|8000262295|         18.280,000|TO|D0|     406.923.594,00|               0,00|      36.993.054,00|               0,00|          27.300,50|               0,00|           2.481,87|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262295|         17.420,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     547.331.404,00|          36.277,13|20181003|8000262481|         34.650,000|TO|D0|     602.064.544,00|               0,00|      54.733.140,00|               0,00|          39.904,84|               0,00|           3.627,71|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262481|         18.170,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     702.430.344,00|          47.126,06|20181001|8000262296|         33.600,000|TO|D0|     772.673.378,00|               0,00|      70.243.034,00|               0,00|          51.838,66|               0,00|           4.712,60|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262296|         17.290,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262296|         16.430,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     534.022.356,00|          35.395,00|20181003|8000262482|         17.190,000|TO|D0|     587.424.591,00|               0,00|      53.402.235,00|               0,00|          38.934,50|               0,00|           3.539,50|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262482|         17.030,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262482|         16.960,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     827.939.780,00|          54.875,84|20181003|8000262483|         16.170,000|TO|D0|     910.733.758,00|               0,00|      82.793.978,00|               0,00|          60.363,43|               0,00|           5.487,59|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262483|         27.890,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262483|         18.020,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262483|         17.820,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     171.390.788,00|          11.498,61|20181001|8000262297|         16.540,000|TO|D0|     188.529.866,00|               0,00|      17.139.078,00|               0,00|          12.648,47|               0,00|           1.149,86|               0,00
CCF|C R Coil Soft Finished|     151.495.364,00|          10.041,11|20181003|8000262484|         14.620,000|TO|D0|     166.644.900,00|               0,00|      15.149.536,00|               0,00|          11.045,22|               0,00|           1.004,11|               0,00
CCF|C R Coil Soft Finished|     323.207.768,00|          21.684,01|20181001|8000262298|         31.720,000|TO|D0|     355.528.544,00|               0,00|      32.320.776,00|               0,00|          23.852,41|               0,00|           2.168,40|               0,00
CCF|C R Coil Soft Finished|      91.398.918,00|           6.057,92|20181003|8000262485|          8.970,000|TO|D0|     100.538.809,00|               0,00|       9.139.891,00|               0,00|           6.663,71|               0,00|             605,79|               0,00
CCF|C R Coil Soft Finished|      99.654.000,00|           6.685,78|20181001|8000262287|          9.770,000|TO|D0|     109.918.362,00|               0,00|       9.965.400,00|         298.962,00|           7.374,42|               0,00|             668,58|              20,06
CCF|C R Coil Soft Finished|     106.998.000,00|           7.091,83|20181003|8000262468|         10.490,000|TO|D0|     118.018.794,00|               0,00|      10.699.800,00|         320.994,00|           7.822,29|               0,00|             709,18|              21,28
CCF|C R Coil Soft Finished|     214.812.000,00|          14.237,75|20181003|8000262469|         21.060,000|TO|D0|     236.937.636,00|               0,00|      21.481.200,00|         644.436,00|          15.704,23|               0,00|           1.423,77|              42,71
CCF|C R Coil Soft Finished|      95.252.064,00|           6.390,46|20181001|8000262288|          9.260,000|TO|D0|     105.063.026,00|               0,00|       9.525.206,00|         285.756,00|           7.048,68|               0,00|             639,05|              19,17
CCF|C R Coil Soft Finished|     304.920.528,00|          20.210,14|20181003|8000262470|         29.810,000|TO|D0|     336.327.341,00|               0,00|      30.492.052,00|         914.761,00|          22.291,78|               0,00|           2.021,01|              60,63
CCF|C R Coil Soft Finished|     301.415.184,00|          19.977,80|20181003|8000262460|         28.980,000|TO|D0|     332.460.947,00|               0,00|      30.141.518,00|         904.245,00|          22.035,51|               0,00|           1.997,78|              59,93
CCF|C R Coil Soft Finished|     400.044.000,00|          26.690,94|20181002|8000262330|         18.760,000|TO|D0|     441.248.532,00|               0,00|      40.004.400,00|       1.200.132,00|          29.440,10|               0,00|           2.669,09|              80,07
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262330|         20.460,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     103.616.184,00|           6.867,68|20181003|8000262471|         10.045,000|TO|D0|     114.288.650,00|               0,00|      10.361.618,00|         310.848,00|           7.575,05|               0,00|             686,77|              20,60
CCF|C R Coil Soft Finished|     401.158.128,00|          26.913,70|20181001|8000262289|         38.890,000|TO|D0|     442.477.414,00|               0,00|      40.115.812,00|       1.203.474,00|          29.685,81|               0,00|           2.691,37|              80,74
CCF|C R Coil Soft Finished|     201.325.824,00|          13.432,45|20181002|8000262331|         19.710,000|TO|D0|     222.062.383,00|               0,00|      20.132.582,00|         603.977,00|          14.816,00|               0,00|           1.343,25|              40,30
CCF|C R Coil Soft Finished|     413.209.250,00|          27.722,20|20181001|8000262279|         10.040,000|TO|D0|     455.769.802,00|               0,00|      41.320.925,00|       1.239.627,00|          30.577,60|               0,00|           2.772,23|              83,17
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262279|          9.900,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262279|         10.180,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262279|          9.475,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262319|         20.400,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     426.608.000,00|          28.463,28|20181002|8000262319|         20.620,000|TO|D0|     470.548.624,00|               0,00|      42.660.800,00|       1.279.824,00|          31.395,00|               0,00|           2.846,33|              85,39
CCF|C R Coil Soft Finished|      98.700.000,00|           6.621,78|20181001|8000262280|          9.400,000|TO|D0|     108.866.100,00|               0,00|       9.870.000,00|         296.100,00|           7.303,83|               0,00|             662,18|              19,87
CCF|C R Coil Soft Finished|     832.427.454,00|          55.847,56|20181001|8000262290|         40.705,000|TO|D0|     918.167.481,00|               0,00|      83.242.745,00|       2.497.282,00|          61.599,86|               0,00|           5.584,76|             167,54
CCF|C R Coil Soft Finished|               0,00|               0,00|20181001|8000262290|         40.620,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     100.138.043,00|           6.681,21|20181002|8000262332|          9.790,000|TO|D0|     110.452.261,00|               0,00|      10.013.804,00|         300.414,00|           7.369,37|               0,00|             668,12|              20,04
CCF|C R Coil Soft Finished|      77.795.623,00|           5.156,29|20181003|8000262472|          7.595,000|TO|D0|      85.808.571,00|               0,00|       7.779.562,00|         233.386,00|           5.687,39|               0,00|             515,63|              15,47
CCF|C R Coil Soft Finished|      99.675.849,00|           6.606,52|20181003|8000262473|          9.800,000|TO|D0|     109.942.460,00|               0,00|       9.967.584,00|         299.027,00|           7.286,99|               0,00|             660,65|              19,82
CCF|C R Coil Soft Finished|     417.990.048,00|          27.888,30|20181002|8000262333|          8.000,000|TO|D0|     461.043.022,00|               0,00|      41.799.004,00|       1.253.970,00|          30.760,79|               0,00|           2.788,83|              83,66
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262333|         16.430,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262333|         16.150,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     675.541.248,00|          44.774,88|20181003|8000262474|         11.020,000|TO|D0|     745.121.995,00|               0,00|      67.554.124,00|       2.026.623,00|          49.386,69|               0,00|           4.477,48|             134,33
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262474|         23.440,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262474|         15.620,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262474|         15.430,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     214.830.000,00|          14.238,93|20181003|8000262461|         20.460,000|TO|D0|     236.957.490,00|               0,00|      21.483.000,00|         644.490,00|          15.705,54|               0,00|           1.423,89|              42,72
CCF|C R Coil Soft Finished|     308.510.988,00|          20.698,00|20181001|8000262282|         28.430,000|TO|D0|     339.362.086,00|               0,00|      30.851.098,00|               0,00|          22.767,80|               0,00|           2.069,80|               0,00
CCF|C R Coil Soft Finished|     390.966.000,00|          26.085,24|20181002|8000262334|         38.330,000|TO|D0|     431.235.498,00|               0,00|      39.096.600,00|       1.172.898,00|          28.772,03|               0,00|           2.608,53|              78,26
CCF|C R Coil Soft Finished|     533.576.088,00|          35.600,20|20181002|8000262335|         51.015,000|TO|D0|     588.534.424,00|               0,00|      53.357.608,00|       1.600.728,00|          39.267,02|               0,00|           3.560,02|             106,80
CCF|C R Coil Soft Finished|     522.138.000,00|          34.607,31|20181003|8000262475|         51.190,000|TO|D0|     575.918.214,00|               0,00|      52.213.800,00|       1.566.414,00|          38.171,86|               0,00|           3.460,73|             103,82
CCF|C R Coil Soft Finished|     548.196.480,00|          36.334,45|20181003|8000262476|         31.715,000|TO|D0|     604.660.717,00|               0,00|      54.819.648,00|       1.644.589,00|          40.076,91|               0,00|           3.633,45|             109,01
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262476|         20.755,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     583.670.724,00|          38.942,51|20181002|8000262351|         53.700,000|TO|D0|     642.037.796,00|               0,00|      58.367.072,00|               0,00|          42.836,76|               0,00|           3.894,25|               0,00
FCF|C R Coil Hard Finished|     351.868.176,00|          23.476,64|20181002|8000262312|         16.150,000|TO|D0|               0,00|     351.868.176,00|               0,00|               0,00|               0,00|          23.476,64|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262312|         15.970,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     363.480.264,00|          24.091,47|20181003|8000262454|         33.180,000|TO|D0|     184.369.284,00|     195.871.824,00|      16.760.844,00|               0,00|          12.220,00|          12.982,38|           1.110,91|               0,00
FCF|C R Coil Hard Finished|     719.292.168,00|          48.257,32|20181001|8000262273|         16.460,000|TO|D0|     188.707.384,00|     547.740.000,00|      17.155.216,00|               0,00|          12.660,38|          36.747,88|           1.150,94|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262273|         49.200,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     878.574.960,00|          58.618,53|20181002|8000262313|         16.530,000|TO|D0|     966.432.456,00|               0,00|      87.857.496,00|               0,00|          64.480,37|               0,00|           5.861,84|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262313|         16.630,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262313|         14.140,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262313|         16.390,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262313|         16.510,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     822.376.836,00|          54.507,13|20181003|8000262455|         16.110,000|TO|D0|     904.614.519,00|               0,00|      82.237.683,00|               0,00|          59.957,85|               0,00|           5.450,72|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262455|         33.310,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262455|         11.670,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262455|         13.980,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|   1.941.847.848,00|         129.560,09|20181002|8000262314|         16.630,000|TO|D0|   1.724.997.582,00|     373.668.228,00|     156.817.962,00|               0,00|         115.091,84|          24.931,15|          10.462,90|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         16.340,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         16.610,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         33.230,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         31.150,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         30.470,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262314|         32.830,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|   1.621.310.400,00|         107.460,47|20181003|8000262456|         16.750,000|TO|D0|   1.783.441.440,00|               0,00|     162.131.040,00|               0,00|         118.206,50|               0,00|          10.746,03|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         33.060,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         17.030,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         14.470,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         16.980,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         32.840,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262456|         16.870,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     170.675.784,00|          11.450,64|20181001|8000262274|         15.580,000|TO|D0|               0,00|     170.675.784,00|               0,00|               0,00|               0,00|          11.450,64|               0,00|               0,00
FCF|C R Coil Hard Finished|   2.680.858.656,00|         178.866,90|20181002|8000262315|         33.140,000|TO|D0|   2.534.173.884,00|     377.064.216,00|     230.379.444,00|               0,00|         169.080,08|          25.157,73|          15.370,91|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         16.270,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         32.870,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         45.600,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         16.920,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         32.860,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         33.950,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         16.500,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262315|         16.610,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|   2.378.615.724,00|         157.654,66|20181003|8000262457|         33.290,000|TO|D0|   2.616.477.296,00|               0,00|     237.861.572,00|               0,00|         173.420,12|               0,00|          15.765,46|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         16.800,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         15.120,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         33.620,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         17.040,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         50.200,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         34.640,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262457|         16.420,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     195.543.180,00|          13.118,99|20181001|8000262275|         17.850,000|TO|D0|     215.097.498,00|               0,00|      19.554.318,00|               0,00|          14.430,89|               0,00|           1.311,90|               0,00
FCF|C R Coil Hard Finished|     359.536.536,00|          23.988,28|20181002|8000262316|         16.910,000|TO|D0|     395.490.189,00|               0,00|      35.953.653,00|               0,00|          26.387,11|               0,00|           2.398,83|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262316|         15.910,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     478.321.192,00|          32.090,57|20181001|8000262276|         30.590,000|TO|D0|     526.153.311,00|               0,00|      47.832.119,00|               0,00|          35.299,63|               0,00|           3.209,06|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181001|8000262276|         15.020,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|     185.623.440,00|          12.303,12|20181003|8000262458|         17.700,000|TO|D0|     204.185.784,00|               0,00|      18.562.344,00|               0,00|          13.533,43|               0,00|           1.230,31|               0,00
CCF|C R Coil Soft Finished|     180.901.632,00|          12.136,69|20181001|8000262270|         17.440,000|TO|D0|     199.534.499,00|               0,00|      18.090.163,00|         542.704,00|          13.386,77|               0,00|           1.213,67|              36,41
CCF|C R Coil Soft Finished|     383.217.536,00|          25.568,27|20181002|8000262320|         26.270,000|TO|D0|     421.539.289,00|               0,00|      38.321.753,00|               0,00|          28.125,10|               0,00|           2.556,83|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262320|          8.690,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|     663.938.912,00|          44.543,66|20181001|8000262283|         60.970,000|TO|D0|     730.332.803,00|               0,00|      66.393.891,00|               0,00|          48.998,03|               0,00|           4.454,37|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|          8.165,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|   1.889.031.704,00|         126.036,19|20181002|8000262321|         26.095,000|TO|D0|   2.077.934.874,00|               0,00|     188.903.170,00|               0,00|         138.639,81|               0,00|          12.603,62|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|         45.090,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|          7.735,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|         39.080,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|         21.065,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181002|8000262321|         26.120,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|   1.388.189.728,00|          92.009,22|20181003|8000262462|         28.770,000|TO|D0|   1.527.008.700,00|               0,00|     138.818.972,00|               0,00|         101.210,14|               0,00|           9.200,92|               0,00
CCF|C R Coil Soft Finished|               0,00|               0,00|20181003|8000262462|         32.175,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
